date,temp,humidity,radiation,precip,location,hemisphere
2022-04-09,27.38,50.29,728.51,0.55,Madrid,north
2022-04-10,26.42,52.27,735.01,1.02,Madrid,north
2022-04-11,22.99,49.21,741.47,0.0,Madrid,north
2022-04-12,26.5,52.39,747.89,0.43,Madrid,north
2022-04-13,25.91,41.62,754.27,1.13,Madrid,north
2022-04-14,24.45,49.7,760.6,1.3,Madrid,north
2022-04-15,23.94,54.7,766.88,0.57,Madrid,north
2022-04-16,25.58,51.15,773.11,0.0,Madrid,north
2022-04-17,26.77,48.33,779.29,1.19,Madrid,north
2022-04-18,25.2,45.86,785.42,0.71,Madrid,north
2022-04-19,25.57,41.47,791.49,0.32,Madrid,north
2022-04-20,28.27,46.53,797.51,0.0,Madrid,north
2022-04-21,27.21,37.39,803.47,0.0,Madrid,north
2022-04-22,25.81,47.22,809.37,0.57,Madrid,north
2022-04-23,24.07,45.23,815.2,0.0,Madrid,north
2022-04-24,26.33,37.57,820.97,0.32,Madrid,north
2022-04-25,26.44,36.53,826.68,0.09,Madrid,north
2022-04-26,27.52,52.72,832.32,0.0,Madrid,north
2022-04-27,26.64,38.46,837.89,0.0,Madrid,north
2022-04-28,29.17,47.65,843.39,0.0,Madrid,north
2022-04-29,26.43,47.19,848.82,0.49,Madrid,north
2022-04-30,30.49,46.69,854.17,0.0,Madrid,north
2022-05-01,25.42,39.65,859.45,0.26,Madrid,north
2022-05-02,26.03,39.75,864.65,0.0,Madrid,north
2022-05-03,28.72,45.67,869.78,0.0,Madrid,north
2022-05-04,27.34,45.74,874.82,1.02,Madrid,north
2022-05-05,23.86,45.95,879.78,0.03,Madrid,north
2022-05-06,28.26,40.77,884.66,0.0,Madrid,north
2022-05-07,26.0,32.5,889.46,0.22,Madrid,north
2022-05-08,25.79,39.11,894.17,0.0,Madrid,north
2022-05-09,23.64,36.58,898.79,0.2,Madrid,north
2022-05-10,28.42,44.05,903.32,0.09,Madrid,north
2022-05-11,28.35,33.36,907.77,0.63,Madrid,north
2022-05-12,25.41,41.08,912.12,0.6,Madrid,north
2022-05-13,24.36,43.61,916.38,0.3,Madrid,north
2022-05-14,30.49,37.79,920.54,0.86,Madrid,north
2022-05-15,26.9,33.15,924.62,0.88,Madrid,north
2022-05-16,23.43,27.58,928.59,0.65,Madrid,north
2022-05-17,27.63,38.71,932.47,0.17,Madrid,north
2022-05-18,28.59,41.73,936.25,0.0,Madrid,north
2022-05-19,26.81,31.68,939.93,0.04,Madrid,north
2022-05-20,23.17,26.63,943.51,0.0,Madrid,north
2022-05-21,27.64,31.87,946.98,0.05,Madrid,north
2022-05-22,22.79,41.42,950.36,0.26,Madrid,north
2022-05-23,26.01,36.3,953.63,0.0,Madrid,north
2022-05-24,22.99,40.76,956.79,0.23,Madrid,north
2022-05-25,26.39,20.51,959.85,0.66,Madrid,north
2022-05-26,23.76,46.94,962.81,0.06,Madrid,north
2022-05-27,24.7,39.13,965.65,0.0,Madrid,north
2022-05-28,26.29,32.36,968.39,0.7,Madrid,north
2022-05-29,26.02,37.83,971.02,0.0,Madrid,north
2022-05-30,23.9,36.62,973.53,0.0,Madrid,north
2022-05-31,23.1,39.58,975.94,0.0,Madrid,north
2022-06-01,26.64,31.53,978.24,0.34,Madrid,north
2022-06-02,21.67,36.87,980.42,0.38,Madrid,north
2022-06-03,26.11,41.0,982.49,0.64,Madrid,north
2022-06-04,24.12,27.89,984.45,0.65,Madrid,north
2022-06-05,20.96,31.63,986.3,0.46,Madrid,north
2022-06-06,24.32,41.59,988.03,0.21,Madrid,north
2022-06-07,19.91,32.05,989.64,0.27,Madrid,north
2022-06-08,22.45,40.3,991.14,0.13,Madrid,north
2022-06-09,20.13,35.38,992.52,0.0,Madrid,north
2022-06-10,26.25,34.22,993.79,0.0,Madrid,north
2022-06-11,24.85,44.54,994.94,0.0,Madrid,north
2022-06-12,24.34,34.94,995.97,0.26,Madrid,north
2022-06-13,23.06,34.82,996.89,0.0,Madrid,north
2022-06-14,25.04,25.45,997.69,0.8,Madrid,north
2022-06-15,25.1,26.11,998.37,0.2,Madrid,north
2022-06-16,24.72,29.44,998.93,0.15,Madrid,north
2022-06-17,20.9,37.59,999.37,0.02,Madrid,north
2022-06-18,21.51,34.32,999.7,0.14,Madrid,north
2022-06-19,19.62,24.77,999.91,0.0,Madrid,north
2022-06-20,18.81,22.75,1000.0,0.0,Madrid,north
2022-06-21,21.59,31.5,999.97,0.0,Madrid,north
2022-06-22,18.77,26.15,999.82,0.0,Madrid,north
2022-06-23,18.14,34.58,999.55,0.0,Madrid,north
2022-06-24,20.46,27.81,999.17,0.93,Madrid,north
2022-06-25,16.64,31.77,998.66,0.1,Madrid,north
2022-06-26,18.49,32.28,998.04,0.25,Madrid,north
2022-06-27,17.7,32.75,997.3,0.32,Madrid,north
2022-06-28,22.25,27.49,996.45,0.65,Madrid,north
2022-06-29,19.04,20.58,995.47,0.37,Madrid,north
2022-06-30,19.06,25.98,994.38,0.5,Madrid,north
2022-07-01,18.07,35.41,993.17,0.18,Madrid,north
2022-07-02,20.31,33.66,991.85,0.36,Madrid,north
2022-07-03,16.53,34.81,990.4,0.22,Madrid,north
2022-07-04,22.39,32.56,988.85,0.45,Madrid,north
2022-07-05,16.64,28.09,987.18,0.25,Madrid,north
2022-07-06,15.61,24.24,985.39,0.18,Madrid,north
2022-07-07,17.58,31.07,983.49,0.59,Madrid,north
2022-07-08,16.71,33.44,981.47,0.17,Madrid,north
2022-07-09,16.9,31.3,979.34,0.0,Madrid,north
2022-07-10,17.2,26.82,977.1,0.0,Madrid,north
2022-07-11,13.06,27.79,974.75,0.0,Madrid,north
2022-07-12,18.35,28.8,972.29,0.0,Madrid,north
2022-07-13,15.04,33.78,969.72,0.03,Madrid,north
2022-07-14,15.59,28.17,967.03,0.19,Madrid,north
2022-07-15,12.52,29.81,964.24,0.04,Madrid,north
2022-07-16,21.6,28.99,961.34,0.08,Madrid,north
2022-07-17,17.44,29.31,958.34,0.34,Madrid,north
2022-07-18,13.48,37.9,955.22,0.01,Madrid,north
2022-07-19,15.74,35.83,952.0,0.14,Madrid,north
2022-07-20,14.75,33.15,948.68,0.53,Madrid,north
2022-07-21,12.34,31.17,945.26,0.0,Madrid,north
2022-07-22,12.79,27.08,941.73,0.76,Madrid,north
2022-07-23,17.23,43.42,938.1,0.25,Madrid,north
2022-07-24,12.12,25.61,934.37,0.95,Madrid,north
2022-07-25,10.49,28.95,930.54,0.04,Madrid,north
2022-07-26,16.82,25.55,926.62,0.76,Madrid,north
2022-07-27,15.71,29.87,922.59,0.5,Madrid,north
2022-07-28,9.77,30.36,918.47,0.2,Madrid,north
2022-07-29,7.44,32.98,914.26,0.46,Madrid,north
2022-07-30,8.97,23.94,909.95,0.0,Madrid,north
2022-07-31,11.06,29.58,905.56,0.0,Madrid,north
2022-08-01,9.86,32.77,901.07,0.09,Madrid,north
2022-08-02,11.42,30.21,896.49,0.55,Madrid,north
2022-08-03,11.09,35.79,891.82,0.38,Madrid,north
2022-08-04,12.94,37.85,887.07,0.0,Madrid,north
2022-08-05,12.76,40.67,882.23,0.0,Madrid,north
2022-08-06,10.61,30.11,877.31,0.58,Madrid,north
2022-08-07,11.48,28.7,872.31,1.05,Madrid,north
2022-08-08,8.48,31.51,867.23,0.91,Madrid,north
2022-08-09,13.87,29.8,862.06,0.79,Madrid,north
2022-08-10,10.16,24.61,856.82,0.0,Madrid,north
2022-08-11,7.07,30.18,851.51,0.14,Madrid,north
2022-08-12,9.3,39.26,846.11,0.63,Madrid,north
2022-08-13,14.32,31.83,840.65,0.85,Madrid,north
2022-08-14,9.6,40.77,835.11,0.17,Madrid,north
2022-08-15,10.23,41.57,829.51,0.0,Madrid,north
2022-08-16,8.16,36.14,823.84,0.14,Madrid,north
2022-08-17,6.33,42.98,818.1,0.27,Madrid,north
2022-08-18,11.31,31.48,812.29,0.29,Madrid,north
2022-08-19,9.21,33.2,806.42,0.0,Madrid,north
2022-08-20,5.95,35.81,800.5,0.0,Madrid,north
2022-08-21,7.34,23.38,794.51,0.07,Madrid,north
2022-08-22,6.58,32.33,788.46,0.0,Madrid,north
2022-08-23,4.95,35.47,782.36,1.49,Madrid,north
2022-08-24,3.69,33.97,776.21,1.16,Madrid,north
2022-08-25,6.94,35.12,770.0,0.15,Madrid,north
2022-08-26,6.08,35.32,763.74,0.0,Madrid,north
2022-08-27,4.4,26.32,757.44,1.44,Madrid,north
2022-08-28,7.26,32.38,751.08,1.1,Madrid,north
2022-08-29,10.3,33.46,744.69,1.49,Madrid,north
2022-08-30,5.92,35.65,738.24,0.0,Madrid,north
2022-08-31,3.87,35.12,731.76,0.0,Madrid,north
2022-09-01,5.84,35.75,725.24,0.89,Madrid,north
2022-09-02,3.73,52.62,718.69,0.0,Madrid,north
2022-09-03,2.5,41.42,712.09,2.48,Madrid,north
2022-09-04,2.18,47.32,705.47,0.0,Madrid,north
2022-09-05,6.55,38.83,698.81,2.44,Madrid,north
2022-09-06,7.33,35.5,692.12,3.08,Madrid,north
2022-09-07,1.33,37.46,685.41,2.14,Madrid,north
2022-09-08,1.92,36.11,678.67,0.7,Madrid,north
2022-09-09,4.1,41.54,671.91,0.0,Madrid,north
2022-09-10,3.41,43.09,665.12,1.96,Madrid,north
2022-09-11,3.48,33.93,658.32,0.64,Madrid,north
2022-09-12,1.41,47.1,651.5,0.0,Madrid,north
2022-09-13,3.59,35.48,644.66,1.82,Madrid,north
2022-09-14,3.84,42.21,637.81,1.12,Madrid,north
2022-09-15,1.45,44.8,630.95,0.6,Madrid,north
2022-09-16,3.41,42.03,624.09,0.0,Madrid,north
2022-09-17,0.76,49.64,617.21,2.1,Madrid,north
2022-09-18,1.83,41.74,610.33,0.33,Madrid,north
2022-09-19,2.72,45.58,603.44,0.0,Madrid,north
2022-09-20,2.63,49.17,596.56,0.0,Madrid,north
2022-09-21,0.78,45.65,589.67,1.44,Madrid,north
2022-09-22,0.16,41.01,582.79,0.21,Madrid,north
2022-09-23,1.62,46.13,575.91,0.69,Madrid,north
2022-09-24,-2.02,38.86,569.05,1.4,Madrid,north
2022-09-25,-1.87,45.78,562.19,0.33,Madrid,north
2022-09-26,-0.77,45.11,555.34,2.58,Madrid,north
2022-09-27,0.87,43.83,548.5,0.0,Madrid,north
2022-09-28,1.19,51.33,541.68,1.43,Madrid,north
2022-09-29,2.37,48.37,534.88,0.0,Madrid,north
2022-09-30,-0.17,48.94,528.09,1.6,Madrid,north
2022-10-01,-1.19,46.34,521.33,1.2,Madrid,north
2022-10-02,2.22,52.03,514.59,1.54,Madrid,north
2022-10-03,0.36,42.21,507.88,0.0,Madrid,north
2022-10-04,-0.73,52.89,501.19,1.27,Madrid,north
2022-10-05,0.48,40.52,494.53,0.0,Madrid,north
2022-10-06,1.49,48.19,487.91,0.0,Madrid,north
2022-10-07,0.92,50.0,481.31,4.46,Madrid,north
2022-10-08,1.56,50.79,474.76,0.64,Madrid,north
2022-10-09,-0.57,48.88,468.24,0.0,Madrid,north
2022-10-10,0.74,51.12,461.76,0.0,Madrid,north
2022-10-11,-2.47,45.94,455.31,2.11,Madrid,north
2022-10-12,-1.37,57.87,448.92,0.0,Madrid,north
2022-10-13,-3.5,56.11,442.56,0.01,Madrid,north
2022-10-14,-3.54,48.48,436.26,0.0,Madrid,north
2022-10-15,-0.41,57.05,430.0,0.0,Madrid,north
2022-10-16,-2.13,51.88,423.79,1.0,Madrid,north
2022-10-17,0.06,52.75,417.64,0.12,Madrid,north
2022-10-18,-3.89,43.37,411.54,0.4,Madrid,north
2022-10-19,-1.69,57.44,405.49,0.4,Madrid,north
2022-10-20,2.89,52.79,399.5,0.25,Madrid,north
2022-10-21,-1.04,48.66,393.58,1.22,Madrid,north
2022-10-22,-5.97,57.23,387.71,1.03,Madrid,north
2022-10-23,-1.45,54.96,381.9,0.0,Madrid,north
2022-10-24,-3.7,62.35,376.16,1.65,Madrid,north
2022-10-25,-3.13,56.96,370.49,1.54,Madrid,north
2022-10-26,1.96,60.74,364.89,1.56,Madrid,north
2022-10-27,-2.87,64.44,359.35,0.82,Madrid,north
2022-10-28,-3.73,49.75,353.89,0.0,Madrid,north
2022-10-29,-2.72,60.01,348.49,2.33,Madrid,north
2022-10-30,0.3,57.27,343.18,2.22,Madrid,north
2022-10-31,2.52,61.38,337.94,3.39,Madrid,north
2022-11-01,-5.02,53.44,332.77,0.0,Madrid,north
2022-11-02,-7.34,57.84,327.69,3.11,Madrid,north
2022-11-03,-3.05,58.77,322.69,0.0,Madrid,north
2022-11-04,-2.95,59.54,317.77,0.0,Madrid,north
2022-11-05,0.41,48.83,312.93,1.52,Madrid,north
2022-11-06,-2.9,66.18,308.18,2.21,Madrid,north
2022-11-07,-6.06,46.93,303.51,0.0,Madrid,north
2022-11-08,-2.86,58.4,298.93,1.09,Madrid,north
2022-11-09,-0.48,52.82,294.44,0.0,Madrid,north
2022-11-10,-1.28,58.15,290.05,0.89,Madrid,north
2022-11-11,-3.02,59.38,285.74,3.41,Madrid,north
2022-11-12,-4.94,54.41,281.53,2.08,Madrid,north
2022-11-13,1.5,59.8,277.41,0.0,Madrid,north
2022-11-14,-5.58,62.42,273.38,0.0,Madrid,north
2022-11-15,2.83,73.11,269.46,1.44,Madrid,north
2022-11-16,-0.48,61.1,265.63,2.93,Madrid,north
2022-11-17,-1.39,62.28,261.9,3.3,Madrid,north
2022-11-18,-0.06,72.89,258.27,0.0,Madrid,north
2022-11-19,-2.35,57.99,254.74,2.48,Madrid,north
2022-11-20,-2.15,65.79,251.32,0.0,Madrid,north
2022-11-21,-1.26,74.52,248.0,3.81,Madrid,north
2022-11-22,-4.74,65.12,244.78,2.48,Madrid,north
2022-11-23,-1.88,58.04,241.66,2.21,Madrid,north
2022-11-24,-0.6,66.57,238.66,0.85,Madrid,north
2022-11-25,3.96,59.48,235.76,0.29,Madrid,north
2022-11-26,0.43,67.95,232.97,0.0,Madrid,north
2022-11-27,2.11,57.24,230.28,1.13,Madrid,north
2022-11-28,-0.99,61.23,227.71,3.04,Madrid,north
2022-11-29,-4.96,61.34,225.25,0.0,Madrid,north
2022-11-30,1.61,72.97,222.9,2.45,Madrid,north
2022-12-01,2.77,54.32,220.66,1.41,Madrid,north
2022-12-02,-2.66,63.78,218.53,1.56,Madrid,north
2022-12-03,0.42,72.75,216.51,0.0,Madrid,north
2022-12-04,-1.31,58.68,214.61,0.0,Madrid,north
2022-12-05,2.51,67.19,212.82,3.82,Madrid,north
2022-12-06,3.01,66.82,211.15,0.0,Madrid,north
2022-12-07,2.76,63.21,209.6,0.0,Madrid,north
2022-12-08,-1.37,67.47,208.15,3.33,Madrid,north
2022-12-09,1.18,73.16,206.83,1.31,Madrid,north
2022-12-10,0.38,80.83,205.62,4.3,Madrid,north
2022-12-11,1.78,63.23,204.53,0.0,Madrid,north
2022-12-12,2.35,66.28,203.55,1.97,Madrid,north
2022-12-13,2.35,69.9,202.7,3.14,Madrid,north
2022-12-14,2.5,64.26,201.96,0.0,Madrid,north
2022-12-15,3.2,62.67,201.34,2.41,Madrid,north
2022-12-16,3.64,67.96,200.83,0.0,Madrid,north
2022-12-17,-1.17,62.7,200.45,0.0,Madrid,north
2022-12-18,2.61,66.24,200.18,0.0,Madrid,north
2022-12-19,4.48,69.23,200.03,1.24,Madrid,north
2022-12-20,4.04,73.89,200.0,0.0,Madrid,north
2022-12-21,4.52,59.78,200.09,0.0,Madrid,north
2022-12-22,5.32,72.4,200.3,2.32,Madrid,north
2022-12-23,3.85,76.11,200.63,0.0,Madrid,north
2022-12-24,3.06,69.39,201.07,4.7,Madrid,north
2022-12-25,5.92,74.44,201.63,0.0,Madrid,north
2022-12-26,8.57,71.7,202.31,0.0,Madrid,north
2022-12-27,8.96,62.29,203.11,0.0,Madrid,north
2022-12-28,4.0,64.6,204.03,2.07,Madrid,north
2022-12-29,5.23,70.14,205.06,4.43,Madrid,north
2022-12-30,1.61,76.47,206.21,0.0,Madrid,north
2022-12-31,8.01,79.23,207.48,5.12,Madrid,north
2023-01-01,4.92,63.94,208.86,1.71,Madrid,north
2023-01-02,5.4,61.0,210.36,2.41,Madrid,north
2023-01-03,3.88,77.07,211.97,2.8,Madrid,north
2023-01-04,5.38,70.07,213.7,0.73,Madrid,north
2023-01-05,5.24,85.42,215.55,0.0,Madrid,north
2023-01-06,6.49,74.91,217.51,0.48,Madrid,north
2023-01-07,5.34,63.33,219.58,3.17,Madrid,north
2023-01-08,8.25,72.34,221.76,0.0,Madrid,north
2023-01-09,8.06,71.42,224.06,0.56,Madrid,north
2023-01-10,4.52,69.72,226.47,0.0,Madrid,north
2023-01-11,7.66,70.31,228.98,0.55,Madrid,north
2023-01-12,9.5,69.66,231.61,2.01,Madrid,north
2023-01-13,8.8,75.01,234.35,0.0,Madrid,north
2023-01-14,7.5,74.56,237.19,1.37,Madrid,north
2023-01-15,10.68,73.65,240.15,0.37,Madrid,north
2023-01-16,10.42,68.61,243.21,2.7,Madrid,north
2023-01-17,12.6,75.31,246.37,4.9,Madrid,north
2023-01-18,6.03,67.07,249.64,0.66,Madrid,north
2023-01-19,8.56,71.62,253.02,0.49,Madrid,north
2023-01-20,11.81,74.63,256.49,1.77,Madrid,north
2023-01-21,7.82,72.38,260.07,2.19,Madrid,north
2023-01-22,10.79,69.72,263.75,3.36,Madrid,north
2023-01-23,9.22,67.67,267.53,2.16,Madrid,north
2023-01-24,11.62,73.68,271.41,0.62,Madrid,north
2023-01-25,8.17,63.15,275.38,0.38,Madrid,north
2023-01-26,12.62,73.21,279.46,0.0,Madrid,north
2023-01-27,12.35,68.71,283.62,0.0,Madrid,north
2023-01-28,15.9,70.37,287.88,2.36,Madrid,north
2023-01-29,16.89,66.03,292.23,0.42,Madrid,north
2023-01-30,14.98,62.29,296.68,1.16,Madrid,north
2023-01-31,12.33,73.56,301.21,1.67,Madrid,north
2023-02-01,10.66,73.44,305.83,2.34,Madrid,north
2023-02-02,10.62,65.01,310.54,0.22,Madrid,north
2023-02-03,10.66,73.64,315.34,0.53,Madrid,north
2023-02-04,12.65,62.99,320.22,0.41,Madrid,north
2023-02-05,16.41,71.77,325.18,0.0,Madrid,north
2023-02-06,11.7,71.06,330.22,0.25,Madrid,north
2023-02-07,12.82,63.42,335.35,0.0,Madrid,north
2023-02-08,14.35,65.66,340.55,2.69,Madrid,north
2023-02-09,14.26,62.57,345.83,2.01,Madrid,north
2023-02-10,17.33,63.54,351.18,0.0,Madrid,north
2023-02-11,13.91,60.29,356.61,3.37,Madrid,north
2023-02-12,12.33,65.22,362.11,3.1,Madrid,north
2023-02-13,17.08,64.1,367.68,0.0,Madrid,north
2023-02-14,15.21,65.28,373.32,3.09,Madrid,north
2023-02-15,15.5,59.53,379.03,2.34,Madrid,north
2023-02-16,18.11,64.94,384.8,2.02,Madrid,north
2023-02-17,16.37,59.84,390.63,0.82,Madrid,north
2023-02-18,14.21,62.49,396.53,0.0,Madrid,north
2023-02-19,17.39,66.38,402.49,0.0,Madrid,north
2023-02-20,15.11,65.21,408.51,1.54,Madrid,north
2023-02-21,17.32,53.96,414.58,2.64,Madrid,north
2023-02-22,20.94,72.69,420.71,1.63,Madrid,north
2023-02-23,18.96,61.26,426.89,1.14,Madrid,north
2023-02-24,15.58,64.9,433.12,0.0,Madrid,north
2023-02-25,19.23,62.28,439.4,1.88,Madrid,north
2023-02-26,18.64,61.51,445.73,1.96,Madrid,north
2023-02-27,16.14,62.23,452.11,0.17,Madrid,north
2023-02-28,20.19,62.92,458.53,1.19,Madrid,north
2023-03-01,19.96,51.31,464.99,0.0,Madrid,north
2023-03-02,19.35,67.84,471.49,1.55,Madrid,north
2023-03-03,21.95,61.4,478.03,0.95,Madrid,north
2023-03-04,18.53,60.06,484.61,0.0,Madrid,north
2023-03-05,18.65,61.01,491.22,0.02,Madrid,north
2023-03-06,19.99,52.59,497.86,1.32,Madrid,north
2023-03-07,20.49,63.64,504.53,0.24,Madrid,north
2023-03-08,19.31,66.03,511.23,0.6,Madrid,north
2023-03-09,24.49,53.8,517.96,0.49,Madrid,north
2023-03-10,18.45,56.61,524.71,0.0,Madrid,north
2023-03-11,19.93,64.16,531.48,0.0,Madrid,north
2023-03-12,22.3,52.75,538.28,0.3,Madrid,north
2023-03-13,23.9,61.96,545.09,1.05,Madrid,north
2023-03-14,22.7,62.23,551.92,1.43,Madrid,north
2023-03-15,24.43,53.85,558.76,0.65,Madrid,north
2023-03-16,23.07,62.48,565.61,1.33,Madrid,north
2023-03-17,24.58,55.92,572.48,0.0,Madrid,north
2023-03-18,24.68,58.1,579.35,0.12,Madrid,north
2023-03-19,22.37,55.63,586.23,1.75,Madrid,north
2023-03-20,24.24,59.03,593.11,1.25,Madrid,north
2023-03-21,22.68,62.29,600.0,0.0,Madrid,north
2023-03-22,20.44,56.63,606.89,0.26,Madrid,north
2023-03-23,21.02,59.61,613.77,0.0,Madrid,north
2023-03-24,23.51,56.8,620.65,0.71,Madrid,north
2023-03-25,21.56,54.89,627.52,1.84,Madrid,north
2023-03-26,24.45,60.34,634.39,0.56,Madrid,north
2023-03-27,20.1,52.86,641.24,0.49,Madrid,north
2023-03-28,26.24,60.54,648.08,1.02,Madrid,north
2023-03-29,22.06,55.16,654.91,0.37,Madrid,north
2023-03-30,23.41,48.02,661.72,1.03,Madrid,north
2023-03-31,23.96,57.87,668.52,0.0,Madrid,north
2023-04-01,21.89,71.74,675.29,0.0,Madrid,north
2023-04-02,24.84,55.36,682.04,0.0,Madrid,north
2023-04-03,27.83,52.5,688.77,0.7,Madrid,north
2023-04-04,28.12,48.53,695.47,0.15,Madrid,north
2023-04-05,23.9,45.28,702.14,0.79,Madrid,north
2023-04-06,25.64,52.72,708.78,1.09,Madrid,north
2023-04-07,26.53,53.16,715.39,0.35,Madrid,north
2023-04-08,27.33,47.64,721.97,1.65,Madrid,north
2023-04-09,24.6,54.6,728.51,1.97,Madrid,north
2023-04-10,20.54,49.47,735.01,0.2,Madrid,north
2023-04-11,28.57,48.05,741.47,2.6,Madrid,north
2023-04-12,22.18,51.49,747.89,0.21,Madrid,north
2023-04-13,26.32,46.57,754.27,0.16,Madrid,north
2023-04-14,21.74,49.59,760.6,0.0,Madrid,north
2023-04-15,22.84,49.14,766.88,0.39,Madrid,north
2023-04-16,27.57,41.6,773.11,0.77,Madrid,north
2023-04-17,26.23,46.51,779.29,0.0,Madrid,north
2023-04-18,25.48,52.1,785.42,0.2,Madrid,north
2023-04-19,27.38,45.97,791.49,1.61,Madrid,north
2023-04-20,25.79,46.12,797.51,0.0,Madrid,north
2023-04-21,22.93,48.57,803.47,0.29,Madrid,north
2023-04-22,26.39,42.9,809.37,0.33,Madrid,north
2023-04-23,24.61,47.46,815.2,0.28,Madrid,north
2023-04-24,29.62,42.21,820.97,1.11,Madrid,north
2023-04-25,23.81,42.98,826.68,0.0,Madrid,north
2023-04-26,28.46,47.16,832.32,0.48,Madrid,north
2023-04-27,26.43,39.22,837.89,1.22,Madrid,north
2023-04-28,28.76,44.14,843.39,0.4,Madrid,north
2023-04-29,27.29,43.11,848.82,0.27,Madrid,north
2023-04-30,25.01,41.93,854.17,0.11,Madrid,north
2023-05-01,27.46,41.69,859.45,0.13,Madrid,north
2023-05-02,24.75,35.51,864.65,1.21,Madrid,north
2023-05-03,27.01,47.02,869.78,0.07,Madrid,north
2023-05-04,28.9,43.09,874.82,1.11,Madrid,north
2023-05-05,25.94,41.83,879.78,0.07,Madrid,north
2023-05-06,26.11,42.86,884.66,1.1,Madrid,north
2023-05-07,29.01,41.87,889.46,0.94,Madrid,north
2023-05-08,20.47,38.76,894.17,0.45,Madrid,north
2023-05-09,27.65,42.92,898.79,0.29,Madrid,north
2023-05-10,24.92,36.5,903.32,1.22,Madrid,north
2023-05-11,28.05,46.74,907.77,0.32,Madrid,north
2023-05-12,24.69,42.67,912.12,0.29,Madrid,north
2023-05-13,25.46,39.48,916.38,0.02,Madrid,north
2023-05-14,23.92,38.1,920.54,0.0,Madrid,north
2023-05-15,26.81,43.22,924.62,0.0,Madrid,north
2023-05-16,21.9,40.7,928.59,0.39,Madrid,north
2023-05-17,25.53,31.78,932.47,0.0,Madrid,north
2023-05-18,28.85,37.09,936.25,0.49,Madrid,north
2023-05-19,25.21,39.97,939.93,0.0,Madrid,north
2023-05-20,24.39,30.85,943.51,0.0,Madrid,north
2023-05-21,23.78,28.33,946.98,0.08,Madrid,north
2023-05-22,23.69,31.16,950.36,0.21,Madrid,north
2023-05-23,25.01,32.65,953.63,1.03,Madrid,north
2023-05-24,26.38,42.18,956.79,0.13,Madrid,north
2023-05-25,26.63,40.15,959.85,0.0,Madrid,north
2023-05-26,23.38,50.65,962.81,0.09,Madrid,north
2023-05-27,25.62,34.75,965.65,0.54,Madrid,north
2023-05-28,22.55,30.56,968.39,0.64,Madrid,north
2023-05-29,24.83,22.96,971.02,0.24,Madrid,north
2023-05-30,23.96,38.67,973.53,0.34,Madrid,north
2023-05-31,24.89,35.33,975.94,0.33,Madrid,north
2023-06-01,21.78,30.59,978.24,0.0,Madrid,north
2023-06-02,21.28,38.39,980.42,0.58,Madrid,north
2023-06-03,25.06,31.23,982.49,0.04,Madrid,north
2023-06-04,22.82,39.59,984.45,0.39,Madrid,north
2023-06-05,27.05,28.97,986.3,0.14,Madrid,north
2023-06-06,20.91,26.53,988.03,0.16,Madrid,north
2023-06-07,22.62,30.86,989.64,0.0,Madrid,north
2023-06-08,23.54,31.82,991.14,0.5,Madrid,north
2023-06-09,24.1,26.49,992.52,0.33,Madrid,north
2023-06-10,21.65,40.53,993.79,0.2,Madrid,north
2023-06-11,21.69,30.66,994.94,0.0,Madrid,north
2023-06-12,25.09,43.12,995.97,0.0,Madrid,north
2023-06-13,21.87,31.81,996.89,0.02,Madrid,north
2023-06-14,24.65,38.44,997.69,0.13,Madrid,north
2023-06-15,26.19,32.21,998.37,0.13,Madrid,north
2023-06-16,22.44,28.17,998.93,0.64,Madrid,north
2023-06-17,22.94,29.98,999.37,0.14,Madrid,north
2023-06-18,19.72,32.93,999.7,0.0,Madrid,north
2023-06-19,21.36,28.9,999.91,0.37,Madrid,north
2023-06-20,23.26,35.29,1000.0,0.16,Madrid,north
2023-06-21,19.57,29.73,999.97,0.2,Madrid,north
2023-06-22,21.78,28.28,999.82,0.0,Madrid,north
2023-06-23,20.96,37.8,999.55,0.76,Madrid,north
2023-06-24,22.01,25.95,999.17,0.63,Madrid,north
2023-06-25,18.54,26.95,998.66,0.33,Madrid,north
2023-06-26,17.27,34.72,998.04,0.19,Madrid,north
2023-06-27,20.63,26.5,997.3,0.46,Madrid,north
2023-06-28,20.66,28.72,996.45,0.49,Madrid,north
2023-06-29,14.11,32.27,995.47,0.17,Madrid,north
2023-06-30,17.63,31.28,994.38,0.36,Madrid,north
2023-07-01,17.54,29.73,993.17,0.2,Madrid,north
2023-07-02,19.59,36.4,991.85,0.06,Madrid,north
2023-07-03,21.23,23.69,990.4,0.31,Madrid,north
2023-07-04,14.94,30.53,988.85,0.44,Madrid,north
2023-07-05,22.21,30.37,987.18,0.0,Madrid,north
2023-07-06,20.0,30.3,985.39,0.25,Madrid,north
2023-07-07,19.57,35.52,983.49,0.0,Madrid,north
2023-07-08,17.61,29.95,981.47,0.0,Madrid,north
2023-07-09,14.04,29.68,979.34,0.07,Madrid,north
2023-07-10,15.61,29.32,977.1,0.11,Madrid,north
2023-07-11,16.87,37.88,974.75,0.22,Madrid,north
2023-07-12,20.37,36.22,972.29,0.57,Madrid,north
2023-07-13,14.93,28.54,969.72,0.0,Madrid,north
2023-07-14,16.99,29.68,967.03,0.4,Madrid,north
2023-07-15,16.53,30.88,964.24,0.11,Madrid,north
2023-07-16,13.75,27.85,961.34,0.51,Madrid,north
