transaction_id,event_minute,customer_id,amount,hour,merchant_risk,country_risk,device_age_days,distance_km,previous_declines,account_age_days,velocity_1h,is_foreign,card_present,amount_to_avg,log_amount_to_avg,log_distance_km,is_night,new_device,is_fraud
1318.0,1317.0,416.0,349.58,17.0,0.35502,0.26442,102.75,45.82,0.0,737.0,1.0,0.0,1.0,2.33547,1.20461,3.84622,0.0,0.0,0
1319.0,1318.0,298.0,14.04,16.0,0.03155,0.35552,605.58,23.39,0.0,1486.0,1.0,0.0,1.0,0.58524,0.46073,3.19401,0.0,0.0,0
1320.0,1319.0,11.0,11.77,14.0,0.24813,0.06993,5.23,22.73,1.0,295.0,0.0,0.0,1.0,0.33291,0.28736,3.16677,0.0,1.0,0
1321.0,1320.0,348.0,51.57,2.0,0.2604,0.35931,339.07,351.71,0.0,1225.0,5.0,1.0,1.0,0.46222,0.37996,5.86564,1.0,0.0,1
1322.0,1321.0,186.0,79.1,5.0,0.43113,0.06182,696.14,9.1,1.0,1076.0,3.0,0.0,1.0,2.79588,1.33392,2.31248,1.0,0.0,0
1323.0,1322.0,276.0,238.27,16.0,0.06391,0.20167,169.52,15.39,1.0,2164.0,2.0,0.0,1.0,1.89318,1.06236,2.79643,0.0,0.0,0
1324.0,1323.0,77.0,56.03,15.0,0.47558,0.03613,148.34,13.03,2.0,698.0,3.0,0.0,0.0,0.68243,0.52024,2.641,0.0,0.0,0
1325.0,1324.0,244.0,26.59,17.0,0.38229,0.15435,2.59,1.71,0.0,1923.0,2.0,0.0,1.0,0.69718,0.52897,0.9985,0.0,1.0,0
1326.0,1325.0,341.0,138.73,5.0,0.2467,0.44514,794.24,15.97,1.0,1560.0,4.0,0.0,0.0,2.64055,1.29213,2.83137,1.0,0.0,0
1327.0,1326.0,415.0,17.31,15.0,0.11408,0.31552,8.05,231.02,0.0,1982.0,4.0,0.0,0.0,0.45575,0.37552,5.44681,0.0,0.0,1
1328.0,1327.0,337.0,76.09,8.0,0.21461,0.3333,293.86,20.9,0.0,1228.0,2.0,1.0,0.0,1.93084,1.07529,3.08661,0.0,0.0,0
1329.0,1328.0,37.0,55.16,11.0,0.40518,0.42991,106.06,4.85,1.0,1840.0,1.0,0.0,1.0,1.41757,0.88276,1.76589,0.0,0.0,0
1330.0,1329.0,407.0,505.25,17.0,0.2173,0.26651,407.93,24.8,0.0,835.0,3.0,0.0,0.0,11.35891,2.51438,3.25034,0.0,0.0,0
1331.0,1330.0,214.0,101.08,8.0,0.26332,0.20761,69.85,14.27,1.0,376.0,2.0,0.0,1.0,1.23652,0.80492,2.72618,0.0,0.0,0
1332.0,1331.0,355.0,77.14,18.0,0.09618,0.18003,235.16,43.51,0.0,210.0,0.0,0.0,1.0,0.98523,0.68574,3.79582,0.0,0.0,0
1333.0,1332.0,41.0,55.11,13.0,0.33892,0.12165,308.75,19.25,1.0,1555.0,0.0,0.0,1.0,1.12665,0.75455,3.00816,0.0,0.0,0
1334.0,1333.0,279.0,29.97,15.0,0.03974,0.12592,247.06,61.42,0.0,2113.0,2.0,1.0,0.0,0.48834,0.39766,4.13381,0.0,0.0,0
1335.0,1334.0,283.0,162.25,1.0,0.33483,0.14219,73.48,4.98,0.0,69.0,3.0,0.0,0.0,3.60765,1.52772,1.78783,1.0,0.0,1
1336.0,1335.0,29.0,37.64,18.0,0.09523,0.1659,44.82,8.63,0.0,498.0,0.0,0.0,1.0,0.78959,0.58199,2.26504,0.0,0.0,0
1337.0,1336.0,159.0,6.09,12.0,0.16415,0.13003,204.19,14.59,0.0,1564.0,0.0,0.0,0.0,0.15671,0.14558,2.74642,0.0,0.0,0
1338.0,1337.0,54.0,225.59,14.0,0.3061,0.28364,111.16,40.96,0.0,427.0,1.0,0.0,0.0,1.68069,0.98607,3.7366,0.0,0.0,0
1339.0,1338.0,276.0,291.12,18.0,0.41761,0.25026,4.01,162.01,1.0,2164.0,3.0,1.0,1.0,2.31307,1.19788,5.09382,0.0,1.0,1
1340.0,1339.0,101.0,153.66,20.0,0.34438,0.0462,114.53,8.35,0.0,167.0,0.0,0.0,0.0,3.88676,1.58653,2.23507,0.0,0.0,0
1341.0,1340.0,215.0,75.48,1.0,0.25159,0.07919,324.3,10.96,0.0,1529.0,2.0,0.0,1.0,1.84778,1.04654,2.48167,1.0,0.0,0
1342.0,1341.0,59.0,22.35,12.0,0.20844,0.42553,333.22,0.79,2.0,42.0,2.0,0.0,0.0,0.36742,0.31293,0.58331,0.0,0.0,0
1343.0,1342.0,133.0,60.16,12.0,0.23886,0.50639,149.67,30.66,0.0,1183.0,2.0,0.0,1.0,1.13235,0.75722,3.45496,0.0,0.0,0
1344.0,1343.0,79.0,76.99,10.0,0.06946,0.19547,44.77,29.77,1.0,818.0,0.0,0.0,0.0,2.14902,1.14709,3.42665,0.0,0.0,1
1345.0,1344.0,222.0,593.41,12.0,0.36387,0.08981,418.85,4.94,0.0,741.0,5.0,0.0,1.0,6.53423,2.01946,1.78224,0.0,0.0,0
1346.0,1345.0,60.0,122.99,18.0,0.15912,0.17445,54.09,5.52,0.0,1515.0,3.0,0.0,0.0,0.82991,0.60427,1.87553,0.0,0.0,0
1347.0,1346.0,388.0,29.08,3.0,0.54936,0.0108,11.77,2.9,0.0,1720.0,0.0,0.0,0.0,0.39854,0.33543,1.36172,1.0,0.0,0
1348.0,1347.0,44.0,498.78,14.0,0.3395,0.08339,497.08,3.76,0.0,237.0,2.0,0.0,0.0,7.52432,2.14292,1.55993,0.0,0.0,0
1349.0,1348.0,212.0,47.88,6.0,0.08985,0.06679,28.7,13.83,2.0,1636.0,4.0,0.0,0.0,1.51939,0.92401,2.69694,0.0,0.0,0
1350.0,1349.0,10.0,36.31,2.0,0.41723,0.1762,401.27,6.46,1.0,1497.0,3.0,0.0,1.0,0.84314,0.61147,2.00992,1.0,0.0,0
1351.0,1350.0,285.0,124.17,13.0,0.30815,0.12568,6.31,155.17,0.0,1446.0,5.0,1.0,1.0,1.62257,0.96415,5.05095,0.0,1.0,1
1352.0,1351.0,147.0,760.35,13.0,0.15501,0.05045,382.09,9.95,0.0,214.0,1.0,0.0,0.0,6.44342,2.00733,2.393,0.0,0.0,1
1353.0,1352.0,123.0,59.53,9.0,0.17947,0.12085,181.36,42.03,0.0,414.0,0.0,1.0,1.0,1.04174,0.7138,3.76198,0.0,0.0,0
1354.0,1353.0,332.0,11.93,13.0,0.56413,0.33886,281.12,12.27,0.0,1585.0,3.0,0.0,1.0,0.26907,0.23829,2.5855,0.0,0.0,0
1355.0,1354.0,175.0,52.84,12.0,0.45435,0.21425,245.82,7.33,1.0,203.0,1.0,0.0,1.0,0.75338,0.56155,2.12023,0.0,0.0,0
1356.0,1355.0,285.0,37.81,12.0,0.06912,0.01,542.76,8.62,0.0,1446.0,1.0,0.0,1.0,0.49407,0.4015,2.2635,0.0,0.0,0
1357.0,1356.0,213.0,33.1,11.0,0.38257,0.06133,93.15,58.9,2.0,1047.0,1.0,0.0,1.0,0.81562,0.59642,4.09262,0.0,0.0,0
1358.0,1357.0,278.0,239.43,18.0,0.36383,0.24171,1.79,19.36,0.0,457.0,0.0,0.0,0.0,2.38041,1.218,3.01366,0.0,1.0,1
1359.0,1358.0,150.0,177.84,0.0,0.36518,0.15489,113.48,33.92,0.0,467.0,1.0,0.0,0.0,3.03226,1.39433,3.55297,1.0,0.0,0
1360.0,1359.0,383.0,28.55,13.0,0.51281,0.09061,6.36,11.63,0.0,1724.0,2.0,0.0,1.0,0.80575,0.59098,2.53612,0.0,1.0,1
1361.0,1360.0,175.0,260.8,11.0,0.13619,0.01297,167.93,3.77,0.0,203.0,0.0,0.0,0.0,3.71815,1.55142,1.56263,0.0,0.0,0
1362.0,1361.0,262.0,474.84,5.0,0.0708,0.49899,17.31,18.39,0.0,681.0,1.0,0.0,1.0,1.7728,1.01986,2.96462,1.0,0.0,0
1363.0,1362.0,361.0,121.27,14.0,0.17651,0.34547,694.88,13.86,0.0,2032.0,1.0,0.0,1.0,0.87922,0.63086,2.6987,0.0,0.0,0
1364.0,1363.0,336.0,73.14,16.0,0.28423,0.16001,532.94,7.92,0.0,1874.0,4.0,0.0,1.0,1.89427,1.06273,2.18831,0.0,0.0,0
1365.0,1364.0,329.0,16.21,8.0,0.21443,0.29427,3.66,108.53,1.0,1930.0,7.0,1.0,1.0,0.79514,0.58509,4.69622,0.0,1.0,1
1366.0,1365.0,68.0,113.08,3.0,0.26347,0.14407,225.48,5.02,0.0,475.0,1.0,0.0,0.0,1.05776,0.72162,1.79577,1.0,0.0,0
1367.0,1366.0,260.0,14.69,14.0,0.67109,0.09299,263.49,4.94,0.0,417.0,2.0,0.0,0.0,0.46113,0.37921,1.78125,0.0,0.0,0
1368.0,1367.0,33.0,56.56,4.0,0.15583,0.08192,534.55,16.05,0.0,1939.0,2.0,0.0,1.0,0.33148,0.28629,2.8359,1.0,0.0,0
1369.0,1368.0,246.0,24.94,12.0,0.03115,0.04544,52.0,4.78,0.0,1513.0,1.0,0.0,0.0,0.47401,0.38798,1.75392,0.0,0.0,0
1370.0,1369.0,36.0,15.67,11.0,0.13208,0.14299,55.68,6.71,0.0,1392.0,1.0,0.0,1.0,0.60301,0.47189,2.04314,0.0,0.0,0
1371.0,1370.0,173.0,17.23,9.0,0.11206,0.29688,185.49,13.41,1.0,1982.0,4.0,0.0,1.0,0.54036,0.43201,2.66777,0.0,0.0,0
1372.0,1371.0,87.0,246.73,18.0,0.15239,0.01,177.96,73.86,1.0,1015.0,2.0,0.0,1.0,2.15536,1.1491,4.31564,0.0,0.0,0
1373.0,1372.0,412.0,22.79,9.0,0.1363,0.10529,235.57,26.68,0.0,243.0,3.0,0.0,0.0,0.38889,0.32851,3.32057,0.0,0.0,0
1374.0,1373.0,220.0,73.11,11.0,0.1509,0.08158,420.07,8.36,2.0,929.0,2.0,0.0,1.0,2.41074,1.22693,2.23638,0.0,0.0,0
1375.0,1374.0,328.0,236.3,9.0,0.07472,0.1789,22.98,30.36,1.0,884.0,1.0,0.0,1.0,3.58061,1.52183,3.44566,0.0,0.0,0
1376.0,1375.0,71.0,43.13,15.0,0.0235,0.19437,14.47,145.45,0.0,810.0,4.0,1.0,1.0,0.90976,0.64698,4.98668,0.0,0.0,0
1377.0,1376.0,392.0,95.58,14.0,0.10769,0.51725,0.46,40.41,1.0,1316.0,3.0,0.0,0.0,1.42159,0.88442,3.72344,0.0,1.0,1
1378.0,1377.0,319.0,64.0,7.0,0.24735,0.14938,289.61,2.5,1.0,1189.0,5.0,0.0,1.0,1.01581,0.70102,1.25413,0.0,0.0,0
1379.0,1378.0,391.0,122.45,12.0,0.16335,0.14876,301.26,2.79,0.0,234.0,1.0,0.0,1.0,1.85862,1.05034,1.33244,0.0,0.0,0
1380.0,1379.0,386.0,6.93,10.0,0.25042,0.02701,955.78,3.27,0.0,1740.0,1.0,0.0,0.0,0.26914,0.23834,1.45175,0.0,0.0,0
1381.0,1380.0,25.0,21.57,18.0,0.04287,0.13292,713.64,5.42,0.0,461.0,1.0,0.0,0.0,0.31615,0.27471,1.85994,0.0,0.0,0
1382.0,1381.0,93.0,87.92,14.0,0.27445,0.09617,120.43,18.65,2.0,1443.0,1.0,0.0,1.0,1.36038,0.85882,2.97818,0.0,0.0,0
1383.0,1382.0,114.0,27.8,7.0,0.12283,0.15282,196.75,11.46,1.0,1334.0,0.0,0.0,0.0,0.58084,0.45796,2.52254,0.0,0.0,0
1384.0,1383.0,330.0,154.52,9.0,0.3359,0.17382,432.1,10.99,1.0,1086.0,3.0,0.0,0.0,1.42289,0.88496,2.4841,0.0,0.0,0
1385.0,1384.0,375.0,710.3,8.0,0.38003,0.29037,2.35,67.74,0.0,338.0,7.0,1.0,0.0,5.1804,1.82138,4.23033,0.0,1.0,1
1386.0,1385.0,90.0,31.13,2.0,0.51585,0.0517,148.67,47.49,1.0,879.0,4.0,0.0,1.0,0.66028,0.50698,3.88133,1.0,0.0,0
1387.0,1386.0,401.0,191.26,19.0,0.36665,0.12846,235.3,2.54,0.0,301.0,0.0,0.0,1.0,2.1353,1.14272,1.26336,0.0,0.0,0
1388.0,1387.0,233.0,22.31,22.0,0.6293,0.15705,910.48,9.0,1.0,1453.0,3.0,0.0,1.0,0.80244,0.58914,2.30245,0.0,0.0,0
1389.0,1388.0,239.0,22.72,10.0,0.12738,0.15166,97.66,9.86,0.0,315.0,2.0,0.0,0.0,1.68474,0.98759,2.38539,0.0,0.0,1
1390.0,1389.0,315.0,31.62,11.0,0.35258,0.0183,89.22,5.15,1.0,1127.0,3.0,0.0,0.0,1.23169,0.80276,1.81658,0.0,0.0,0
1391.0,1390.0,118.0,135.01,17.0,0.28759,0.19515,248.47,4.9,0.0,73.0,3.0,0.0,0.0,1.59989,0.95547,1.77481,0.0,0.0,0
1392.0,1391.0,355.0,162.38,22.0,0.23547,0.05747,367.08,15.88,0.0,210.0,0.0,0.0,1.0,2.07398,1.12297,2.82584,0.0,0.0,0
1393.0,1392.0,374.0,50.73,10.0,0.20801,0.2271,361.29,46.43,2.0,1533.0,2.0,0.0,1.0,0.96453,0.67525,3.85935,0.0,0.0,0
1394.0,1393.0,240.0,55.62,12.0,0.53305,0.24379,529.88,8.66,0.0,1434.0,3.0,0.0,1.0,0.96941,0.67774,2.26753,0.0,0.0,0
1395.0,1394.0,23.0,37.46,12.0,0.21664,0.24674,166.64,37.31,0.0,2053.0,2.0,0.0,0.0,0.38558,0.32612,3.6458,0.0,0.0,0
1396.0,1395.0,187.0,92.05,17.0,0.13753,0.2032,520.48,7.83,1.0,960.0,4.0,0.0,1.0,1.30895,0.83679,2.17802,0.0,0.0,0
1397.0,1396.0,364.0,13.45,1.0,0.1675,0.10788,5.65,48.81,0.0,1357.0,1.0,0.0,1.0,0.92012,0.65239,3.90819,1.0,1.0,0
1398.0,1397.0,207.0,41.88,9.0,0.09128,0.07993,118.86,8.54,0.0,304.0,0.0,0.0,1.0,0.85863,0.61984,2.25517,0.0,0.0,0
1399.0,1398.0,23.0,75.1,21.0,0.27239,0.03505,183.16,24.27,0.0,2053.0,2.0,0.0,1.0,0.77295,0.57265,3.22945,0.0,0.0,1
1400.0,1399.0,37.0,95.09,4.0,0.5457,0.16374,133.68,8.05,1.0,1840.0,5.0,0.0,0.0,2.44396,1.23662,2.20293,1.0,0.0,0
1401.0,1400.0,103.0,33.64,13.0,0.411,0.06943,360.76,12.85,1.0,1513.0,3.0,0.0,0.0,0.64458,0.49748,2.62845,0.0,0.0,0
1402.0,1401.0,180.0,1049.09,10.0,0.21025,0.06551,326.32,24.98,0.0,1211.0,2.0,0.0,0.0,14.34746,2.73095,3.25734,0.0,0.0,1
1403.0,1402.0,169.0,69.37,17.0,0.1073,0.06874,151.3,2.66,0.0,989.0,3.0,0.0,0.0,1.03498,0.71048,1.29635,0.0,0.0,0
1404.0,1403.0,108.0,1292.01,20.0,0.35758,0.2746,58.27,26.08,0.0,1757.0,3.0,0.0,0.0,14.49533,2.74054,3.29862,0.0,0.0,1
1405.0,1404.0,361.0,107.97,8.0,0.38789,0.22898,4.87,4.98,0.0,2032.0,6.0,0.0,1.0,0.78283,0.5782,1.78838,0.0,1.0,0
1406.0,1405.0,49.0,159.02,17.0,0.44201,0.21815,98.21,4.09,1.0,980.0,3.0,0.0,1.0,9.24099,2.3264,1.62773,0.0,0.0,0
1407.0,1406.0,177.0,66.3,20.0,0.30523,0.11452,255.04,9.62,0.0,781.0,3.0,0.0,1.0,1.00251,0.6944,2.36257,0.0,0.0,0
1408.0,1407.0,261.0,30.63,10.0,0.31231,0.04203,90.72,13.35,0.0,539.0,0.0,0.0,1.0,1.2116,0.79371,2.66395,0.0,0.0,0
1409.0,1408.0,336.0,97.43,14.0,0.26629,0.01875,159.74,7.54,0.0,1874.0,1.0,0.0,1.0,2.5234,1.25943,2.14515,0.0,0.0,0
1410.0,1409.0,136.0,212.3,13.0,0.28269,0.04727,133.16,51.44,0.0,1185.0,2.0,0.0,1.0,2.11211,1.1353,3.95972,0.0,0.0,0
1411.0,1410.0,373.0,1557.89,10.0,0.46611,0.09734,137.49,2.28,0.0,907.0,0.0,0.0,1.0,14.666,2.75149,1.18736,0.0,0.0,0
1412.0,1411.0,173.0,31.68,14.0,0.29095,0.18824,334.42,67.45,0.0,1982.0,0.0,0.0,1.0,0.9935,0.68989,4.2261,0.0,0.0,0
1413.0,1412.0,168.0,47.45,14.0,0.13473,0.1832,55.78,1.47,1.0,740.0,0.0,0.0,1.0,1.4014,0.87605,0.90404,0.0,0.0,0
1414.0,1413.0,18.0,83.12,6.0,0.12592,0.04695,71.52,59.91,1.0,195.0,1.0,1.0,1.0,1.49378,0.9138,4.10942,0.0,0.0,0
1415.0,1414.0,260.0,28.07,11.0,0.12851,0.33729,455.24,4.49,0.0,417.0,1.0,0.0,1.0,0.88135,0.63199,1.70243,0.0,0.0,0
1416.0,1415.0,252.0,57.25,3.0,0.10849,0.06481,736.63,209.09,2.0,217.0,4.0,1.0,0.0,1.81618,1.03538,5.34752,1.0,0.0,1
1417.0,1416.0,1.0,132.37,14.0,0.1734,0.01306,135.8,5.45,2.0,1129.0,3.0,0.0,1.0,2.05201,1.1158,1.86451,0.0,0.0,0
1418.0,1417.0,32.0,66.72,11.0,0.23565,0.49308,736.94,4.03,0.0,880.0,1.0,0.0,1.0,2.93235,1.36924,1.61577,0.0,0.0,0
1419.0,1418.0,390.0,47.64,6.0,0.01,0.06607,77.51,17.73,0.0,184.0,0.0,0.0,1.0,0.68253,0.5203,2.93004,0.0,0.0,0
1420.0,1419.0,32.0,17.41,14.0,0.41372,0.08076,759.37,31.0,3.0,880.0,4.0,0.0,1.0,0.76526,0.5683,3.46563,0.0,0.0,1
1421.0,1420.0,141.0,43.96,1.0,0.16827,0.05269,240.36,23.59,0.0,1788.0,3.0,0.0,1.0,0.87389,0.62802,3.20216,1.0,0.0,0
1422.0,1421.0,372.0,11.64,16.0,0.36254,0.18983,341.23,8.17,0.0,1276.0,2.0,0.0,0.0,0.26158,0.23237,2.21627,0.0,0.0,0
1423.0,1422.0,298.0,27.37,17.0,0.10139,0.30481,433.73,72.97,1.0,1486.0,2.0,0.0,1.0,1.14101,0.76128,4.30369,0.0,0.0,0
1424.0,1423.0,315.0,41.55,15.0,0.16478,0.03863,4.55,4.84,2.0,1127.0,2.0,0.0,1.0,1.61858,0.96263,1.7651,0.0,1.0,0
1425.0,1424.0,177.0,43.22,4.0,0.26748,0.06652,250.05,7.07,1.0,781.0,2.0,0.0,1.0,0.65352,0.5029,2.08873,1.0,0.0,0
1426.0,1425.0,22.0,80.53,13.0,0.37037,0.37032,617.57,32.47,0.0,1861.0,2.0,0.0,1.0,3.15061,1.42325,3.51077,0.0,0.0,0
1427.0,1426.0,335.0,76.39,10.0,0.07393,0.28479,16.32,3.61,0.0,2088.0,2.0,0.0,1.0,0.97385,0.67998,1.52719,0.0,0.0,0
1428.0,1427.0,209.0,31.01,14.0,0.09823,0.01863,331.71,26.12,0.0,2176.0,2.0,0.0,0.0,0.52054,0.41906,3.30025,0.0,0.0,0
1429.0,1428.0,84.0,15.9,13.0,0.58049,0.41241,0.57,8.5,2.0,2178.0,3.0,0.0,1.0,0.36917,0.3142,2.25078,0.0,1.0,0
1430.0,1429.0,292.0,282.81,7.0,0.05928,0.15785,311.42,81.13,0.0,742.0,0.0,1.0,1.0,3.90599,1.59046,4.40831,0.0,0.0,0
1431.0,1430.0,163.0,12.29,3.0,0.23131,0.285,80.98,8.45,0.0,2188.0,0.0,0.0,1.0,0.40178,0.33774,2.24625,1.0,0.0,0
1432.0,1431.0,61.0,82.47,5.0,0.30501,0.06548,1.19,113.04,1.0,1496.0,1.0,1.0,1.0,1.6272,0.96592,4.73655,1.0,1.0,1
1433.0,1432.0,332.0,85.07,21.0,0.26422,0.13031,6.13,19.42,2.0,1585.0,0.0,0.0,1.0,1.91864,1.07112,3.01656,0.0,1.0,0
1434.0,1433.0,259.0,39.87,6.0,0.50159,0.21149,85.31,11.12,2.0,789.0,4.0,0.0,0.0,1.54191,0.93292,2.49471,0.0,0.0,0
1435.0,1434.0,321.0,59.42,14.0,0.2654,0.02314,55.03,14.19,0.0,1705.0,1.0,0.0,1.0,0.84152,0.61059,2.72074,0.0,0.0,0
1436.0,1435.0,115.0,85.77,14.0,0.05078,0.13043,546.55,41.83,1.0,1148.0,0.0,0.0,1.0,1.9398,1.07834,3.75724,0.0,0.0,0
1437.0,1436.0,206.0,6.84,4.0,0.38215,0.39481,103.87,27.77,0.0,1648.0,2.0,0.0,0.0,0.3184,0.27642,3.3594,1.0,0.0,0
1438.0,1437.0,23.0,103.42,11.0,0.37285,0.2726,513.75,483.39,1.0,2053.0,1.0,1.0,0.0,1.06446,0.72487,6.18289,0.0,0.0,0
1439.0,1438.0,152.0,34.03,10.0,0.09123,0.03346,393.12,3.44,0.0,1937.0,4.0,0.0,1.0,0.7422,0.55515,1.49005,0.0,0.0,0
1440.0,1439.0,61.0,41.98,16.0,0.49918,0.04741,718.39,13.33,0.0,1496.0,1.0,0.0,1.0,0.82823,0.60335,2.66214,0.0,0.0,0
1441.0,1440.0,299.0,49.85,4.0,0.23925,0.07662,142.61,2.41,0.0,1821.0,2.0,0.0,1.0,0.99045,0.68836,1.2281,1.0,0.0,1
1442.0,1441.0,325.0,64.58,7.0,0.28203,0.01014,176.84,50.1,1.0,1576.0,2.0,0.0,1.0,2.21233,1.167,3.93388,0.0,0.0,0
1443.0,1442.0,368.0,70.47,5.0,0.3043,0.07067,173.86,14.18,1.0,578.0,5.0,0.0,1.0,1.44786,0.89521,2.71991,1.0,0.0,0
1444.0,1443.0,181.0,51.15,8.0,0.55531,0.15261,172.6,33.57,2.0,1501.0,3.0,0.0,1.0,1.41091,0.88001,3.54301,0.0,0.0,0
1445.0,1444.0,386.0,34.32,8.0,0.34525,0.17619,3.76,14.58,0.0,1740.0,2.0,0.0,0.0,1.3321,0.84677,2.74605,0.0,1.0,0
1446.0,1445.0,163.0,15.08,13.0,0.44716,0.32785,277.86,13.36,0.0,2188.0,2.0,0.0,1.0,0.49304,0.40081,2.66459,0.0,0.0,0
1447.0,1446.0,102.0,124.91,16.0,0.22679,0.20302,0.31,5.63,2.0,471.0,1.0,0.0,1.0,3.53911,1.51273,1.89226,0.0,1.0,1
1448.0,1447.0,184.0,173.63,4.0,0.47465,0.08989,278.08,5.13,2.0,1630.0,2.0,0.0,1.0,0.73596,0.55156,1.81356,1.0,0.0,0
1449.0,1448.0,69.0,164.31,3.0,0.10372,0.09448,818.65,5.76,0.0,1782.0,1.0,0.0,1.0,4.00574,1.61058,1.91155,1.0,0.0,0
1450.0,1449.0,48.0,63.65,17.0,0.33919,0.31748,275.21,37.06,1.0,2144.0,2.0,0.0,1.0,0.92025,0.65246,3.63911,0.0,0.0,0
1451.0,1450.0,372.0,17.0,4.0,0.53407,0.30136,270.64,11.34,0.0,1276.0,3.0,0.0,1.0,0.38215,0.32364,2.51297,1.0,0.0,0
1452.0,1451.0,338.0,178.98,18.0,0.33318,0.0766,16.92,9.53,1.0,1230.0,2.0,0.0,1.0,1.4876,0.91132,2.35409,0.0,0.0,0
1453.0,1452.0,205.0,38.24,15.0,0.27096,0.04568,32.47,4.22,0.0,1879.0,3.0,0.0,0.0,0.29564,0.259,1.65295,0.0,0.0,0
1454.0,1453.0,181.0,63.43,16.0,0.35137,0.20085,57.97,12.53,1.0,1501.0,2.0,0.0,1.0,1.74963,1.01147,2.6051,0.0,0.0,0
1455.0,1454.0,322.0,18.8,14.0,0.05737,0.51583,916.46,20.25,1.0,1310.0,2.0,0.0,1.0,0.42086,0.35126,3.05655,0.0,0.0,0
1456.0,1455.0,271.0,171.85,15.0,0.09933,0.19752,80.27,16.55,1.0,1626.0,3.0,0.0,0.0,1.3756,0.86525,2.86508,0.0,0.0,0
1457.0,1456.0,132.0,26.07,13.0,0.32323,0.101,698.94,1.32,0.0,1676.0,3.0,0.0,1.0,0.44246,0.36635,0.84107,0.0,0.0,0
1458.0,1457.0,138.0,93.71,6.0,0.31834,0.2301,590.33,327.14,0.0,1772.0,3.0,1.0,1.0,2.02486,1.10687,5.79345,0.0,0.0,0
1459.0,1458.0,99.0,18.28,11.0,0.13402,0.03827,462.09,22.17,1.0,1555.0,4.0,0.0,1.0,0.53578,0.42904,3.14291,0.0,0.0,0
1460.0,1459.0,411.0,78.68,19.0,0.12321,0.31258,503.59,6.55,1.0,1445.0,2.0,0.0,0.0,0.87154,0.62676,2.02192,0.0,0.0,0
1461.0,1460.0,230.0,55.85,16.0,0.32387,0.16464,4.14,4.56,1.0,1266.0,1.0,0.0,1.0,0.68916,0.52423,1.71631,0.0,1.0,0
1462.0,1461.0,111.0,79.54,13.0,0.50095,0.13296,620.34,1782.38,2.0,1109.0,2.0,1.0,1.0,3.07732,1.40544,7.48627,0.0,0.0,0
1463.0,1462.0,41.0,22.42,16.0,0.15334,0.22069,191.26,0.52,1.0,1555.0,2.0,0.0,0.0,0.45837,0.37732,0.41845,0.0,0.0,0
1464.0,1463.0,189.0,64.31,21.0,0.15835,0.28319,39.3,40.54,0.0,575.0,1.0,0.0,1.0,1.69757,0.99235,3.72666,0.0,0.0,0
1465.0,1464.0,412.0,83.94,14.0,0.16335,0.03862,622.47,3.76,0.0,243.0,1.0,0.0,0.0,1.43212,0.88876,1.56044,0.0,0.0,0
1466.0,1465.0,171.0,40.14,18.0,0.24132,0.07214,82.55,69.94,0.0,1418.0,4.0,0.0,1.0,1.44503,0.89406,4.26183,0.0,0.0,0
1467.0,1466.0,194.0,4.18,13.0,0.33098,0.03038,283.76,19.98,0.0,1488.0,0.0,0.0,1.0,0.27229,0.24082,3.04343,0.0,0.0,0
1468.0,1467.0,291.0,31.83,14.0,0.13788,0.28246,22.81,41.57,0.0,2129.0,0.0,0.0,0.0,0.58361,0.45971,3.75121,0.0,0.0,0
1469.0,1468.0,18.0,45.13,0.0,0.32326,0.04364,171.12,40.14,0.0,195.0,0.0,0.0,1.0,0.81096,0.59386,3.71694,1.0,0.0,0
1470.0,1469.0,33.0,60.36,18.0,0.10331,0.31465,157.69,15.03,1.0,1939.0,2.0,0.0,1.0,0.35378,0.3029,2.77477,0.0,0.0,0
1471.0,1470.0,327.0,42.52,4.0,0.10311,0.01,250.95,6.96,2.0,2045.0,1.0,0.0,1.0,0.77618,0.57447,2.07442,1.0,0.0,1
1472.0,1471.0,250.0,60.49,9.0,0.24473,0.16951,304.57,9.47,0.0,1017.0,1.0,0.0,1.0,1.09301,0.7386,2.34804,0.0,0.0,0
1473.0,1472.0,180.0,32.6,16.0,0.59673,0.03424,399.61,16.14,1.0,1211.0,1.0,0.0,0.0,0.44581,0.36867,2.84138,0.0,0.0,1
1474.0,1473.0,80.0,30.52,14.0,0.45446,0.02591,0.61,5.52,2.0,301.0,1.0,0.0,1.0,0.95419,0.66997,1.87451,0.0,1.0,1
1475.0,1474.0,145.0,25.67,9.0,0.22099,0.04164,643.95,92.47,0.0,1658.0,5.0,1.0,1.0,0.6379,0.49341,4.53761,0.0,0.0,0
1476.0,1475.0,403.0,128.81,10.0,0.26352,0.05538,65.68,7.13,0.0,65.0,3.0,0.0,0.0,1.221,0.79796,2.09504,0.0,0.0,0
1477.0,1476.0,333.0,674.58,15.0,0.19413,0.05427,30.44,13.83,0.0,489.0,3.0,0.0,1.0,8.92192,2.29475,2.69651,0.0,0.0,0
1478.0,1477.0,61.0,529.85,10.0,0.22057,0.05338,183.21,5.39,1.0,1496.0,4.0,0.0,0.0,10.4538,2.43832,1.85413,0.0,0.0,0
1479.0,1478.0,35.0,30.97,18.0,0.55483,0.15014,607.71,18.93,0.0,224.0,1.0,0.0,0.0,0.66082,0.50731,2.99208,0.0,0.0,1
